JAR File,Vulnerable JAR File Distribution
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-subversion.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/pluggable-instrumentor.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/rssowl/3rdParty/org.eclipse.core.net.linux.x86_1.0.0.I20080521.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-ejb3-proxy-impl.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/mail.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-api-debugger.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/run.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jgrapht/3rdParty/svnant.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/c_jdbc/3rdParty/mysql-connector-java-3.1.6-bin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/xdoclet-jboss-module.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/pooka/3rdParty/javamail-crypto-bouncycastle-openpgp.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-db-mysql_ja.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/mail-plugin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jrockit-pluggable-instrumentor.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/rssowl/Source/org.rssowl.core_2.0.5.201006012245.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jopr-jboss-as-5-plugin-2.3.0.EmbJopr.1.2.0-1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/maven/Source/maven-it-plugin-0.1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/castor/3rdParty/derby-10.1.2.1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-ejb3-core.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jmx-client.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jbossha.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/3rdParty/lib/jasper-runtime-tomcat-4.1.30.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/tomcat/3rdParty/jasper.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/ganttproject/3rdParty/jakarta-poi-2.5.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-subversion_ja.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/properties-plugin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-ejb3-as-int.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/buildmagic-tasks.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/snmp-adaptor.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/tomcat/3rdParty/bootstrap.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-projectimport-eclipse-j2se.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/maven/Source/maven-core-3.0.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jnp-client.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jbossjmx-ant.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jbossxacml.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/3rdParty/jetty-4.2.23.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/webbeans-jboss-int-deployer.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/Source/heritrix-1.14.4.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/hadoop/3rdParty/jetty-6.1.26.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/hadoop/3rdParty/jsp-2.1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/tomcat/Source/tomcat-api.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/juddi-saaj.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/org.jboss.seam-jboss-seam-2.1.0.SP1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/hsqldb-plugin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/derby-plugin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jbosssx.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/3rdParty/poi-2.0-RC1-20031102.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/gt2/Source/gt-mysql-2.7-M3.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/applet.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-classloading-spi.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/freecol/3rdParty/jarbundler.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/freemind/3rdParty/jarbundler-2.0.0.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/3rdParty/jasper-runtime-tomcat-4.1.30.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-websvc-saas-services-facebook_ja.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/quartz/Source/quartz-jboss-1.8.3.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-ejb3-proxy-spi-client.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/ireport/Source/com-jaspersoft-ireport-jasperserver.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/hadoop/3rdParty/jsp-2.1/jsp-api-2.1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/slf4j-jboss-logging.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/shutdown.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/log4j-snmp-appender.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jdom-1.0.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/richfaces-api-3.3.0.GA.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/poi/Source/poi-3.6-20091214.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/tomcat/3rdParty/catalina.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/fitlibraryforfitnesse/3rdParty/poi-3.1-FINAL-20080629.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-ejb3-proxy-spi.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/heritrix/3rdParty/lib/poi-2.0-RC1-20031102.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jsr299-api.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jsf-impl.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jboss-seam.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jnpserver.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/gt2/Source/gt-arcsde-2.7-M3.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/nakedobjects/Source/nakedobjects-4.0.0-libs-only-with-dependencies.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/nakedobjects/3rdParty/mail-1.4.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/spring-core.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/netbeans/Source/org-netbeans-modules-projectimport-eclipse-core.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/freemind/3rdParty/gnu-regexp-1.1.4.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/joramtests.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/xnio-api.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/tomcat/3rdParty/commons-daemon.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/autonumber-plugin.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/struts/Source/struts2-testng-plugin-2.2.1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/3rdParty/jsf-facelets-1.1.15.B1.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/struts/Source/struts-core-1.3.10.jar,1.0
/home/bcraig/Documents/Thesis/Analysis/reports/jboss/Source/jbossws-native-core.jar,1.0
